order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b,Target 11,attribute a,attribute b,Target 12,attribute a,attribute b,Target 13,attribute a,attribute b,Target 14,attribute a,attribute b,Target 15,attribute a,attribute b,Target 16,attribute a,attribute b,Target 17,attribute a,attribute b,Target 18,attribute a,attribute b,Target 19,attribute a,attribute b,Target 20,attribute a,attribute b
514,7.129090718,6.7691633,6.61437841,6.966471384,7.098825851,6.932566473,7.01473078,6.638199144,6.675136048,6.945078187,7.092158643,6.815998227,6.657295858,6.624622493,6.673203163,6.631008165,6.720519905,6.806719757,7.104438008,6.455610852,6.582864986,7.036425742,7.084688846,6.813880073,6.877545435,7.095011821,6.801119222,6.608172098,7.089669678,6.877331857,6.93458068,6.525593731,6.837150121,6.710393465,6.846101397,6.896647703,7.126354667,6.98679424,6.846662921,7.021958529,6.94392583,7.101972541,6.79673279,6.528320583,7.031918889,7.025697305,6.696287953,6.559035174,6.996271178,6.932268895,6.719006395,6.532165961,7.073991788,6.900502579,7.139150861,6.557528806,7.042171734,6.950867507,6.946045767,7.078915918
515,7.023912407,6.825647569,6.992612734,7.017862257,6.992164407,6.701935238,6.960488225,6.899857323,7.090438142,6.828212369,6.723440581,7.110368087,6.861609746,6.64274133,6.575229951,6.956105651,6.976249429,6.679048416,6.628284873,7.05194714,6.937564551,7.123723619,7.066339094,7.021948554,6.865266098,6.463922303,6.965648112,6.973179314,7.014887251,6.713210766,6.731193837,6.989668503,6.959482803,6.886317004,7.09803396,6.835302308,6.665199535,6.994228969,6.715105934,6.762656213,6.714127253,7.121858682,6.659891227,7.034614803,6.944208747,7.178335897,6.592824236,6.790334863,6.736198148,6.444384798,6.9856,6.923888891,6.839003099,6.6764452,7.100496239,6.761560595,6.74572515,6.540576868,6.704218463,6.54741313
516,6.98314713,6.915710665,6.512906262,6.934689117,6.757664212,7.025281814,6.679091599,6.866335915,6.879840585,7.07975043,6.992374643,6.519421269,6.994844787,6.926073453,6.986472259,6.901913419,7.031042892,7.124188273,7.076102456,6.893585558,6.79293717,7.024996349,7.118224908,6.910723593,6.910827297,7.082543326,6.44444074,7.196920551,6.715751233,6.444698546,6.818607761,6.672767803,6.605967553,6.955872742,6.654906235,6.527283437,7.01423226,6.974742515,6.594696134,6.693761477,6.538947273,6.559348364,7.090596575,7.078573749,6.89576717,6.588597168,6.856049998,6.989737668,6.676247806,6.862394916,6.781662593,6.728340075,7.000680919,6.53615856,7.080221218,7.07229302,6.994399406,7.164890305,6.533689852,7.095861662
517,6.618598304,6.827479029,7.011756946,6.977120164,6.715493051,6.963846179,7.05540963,6.784080002,6.657123657,7.110157378,6.894964446,6.84600421,6.921039228,6.839148713,6.502330037,6.747269079,6.7170733,6.855845533,6.880957821,7.050079951,6.572129959,6.612846758,6.754148532,7.106944517,6.876508793,7.114168932,7.067081294,6.682456678,6.802623888,6.890098586,6.600711878,6.588363767,6.9484709,6.992260994,6.822582366,6.714396174,6.992010966,6.964699495,6.770793203,6.655365887,6.939961272,7.111868279,6.661188267,6.462818766,6.839742969,6.939687009,7.078272173,6.764065995,6.841881395,6.703037891,6.447457188,7.14649387,6.651670226,6.505617905,7.164459547,7.024170835,6.639544625,7.13551437,6.784774553,6.797360174
518,7.04236173,6.932726891,6.961329982,7.153383951,6.611488462,6.76511476,7.12869325,6.881873012,7.109239754,6.808522629,6.89186933,6.698502354,7.148811342,7.084895231,6.889277575,6.882128698,6.586826999,6.741316042,6.524251141,6.537591205,6.609662907,7.18562145,6.940044582,6.832616374,7.176156782,7.013958329,6.67014139,6.789011287,6.473187806,6.637553754,7.019506947,6.552924935,6.765784495,6.869439447,6.909966309,7.004826182,6.970846778,6.463158548,6.73929415,6.616206935,7.032770412,6.575733269,6.855821991,7.01841632,6.967996032,7.007471253,6.763973644,7.119944002,7.026501813,7.044108924,6.753936156,6.557344701,6.778605671,7.022480228,6.935435296,6.749985942,6.560114565,6.868265346,7.126985309,6.994640714
519,7.070293721,6.799357535,6.857690935,7.020466046,6.646177215,7.084668526,7.154421429,6.50389305,6.878633606,6.953466658,7.012556677,6.828827685,6.926169806,7.056267221,6.819375046,6.68257096,6.660438766,7.042373011,6.850654506,6.910154199,6.710816379,6.869385377,7.117375206,6.850119747,6.903251159,6.964812367,6.89126513,6.881932973,6.584420014,7.128430763,6.904447908,7.129760494,6.975513463,6.947812375,6.929301219,6.474516667,6.628352926,7.127337959,6.66703062,6.665684944,7.123059882,6.973685766,6.585053287,7.127816879,7.083937907,6.912537381,7.002759466,6.593844872,7.095029929,6.487199079,6.961195834,6.897269887,6.914882158,6.904863824,6.696281721,6.577740879,6.567081175,7.09281597,6.70256704,6.448952999
520,7.188126921,7.07876249,6.596445106,7.073624051,7.124066201,6.506506818,6.862372826,6.994082962,7.026653568,6.687180202,7.007420181,6.771569305,7.05613029,6.86470578,6.768627968,6.937058988,7.066105904,6.826803072,6.709792345,6.903144944,6.957140153,6.793858069,7.054546341,6.601070828,7.01777138,6.776155744,6.646362796,7.014576614,6.590748231,7.113221543,6.920162799,6.779761701,6.610507081,6.784850128,6.835973979,7.054074533,6.880685019,6.610679418,6.498585909,6.954557295,6.794225083,7.004854328,6.687771361,6.65585417,6.624466525,6.968760571,6.976085129,6.811377991,7.063682372,6.683881769,6.810308936,6.735599813,6.534952648,6.778005818,6.991669325,6.776455094,6.594860193,6.95047732,7.114137305,7.093445265
521,6.834848632,6.458522847,6.846455639,7.172972568,6.902399061,6.641046155,7.008645652,6.876124303,6.962398689,6.672503065,6.870920566,6.763972669,6.872998936,6.50544295,6.781669609,6.900893592,7.118672858,7.03909595,6.806014909,6.991909255,6.593699246,6.817288973,6.813207588,7.020358484,7.137547354,6.964995715,6.739392728,6.63663407,6.863630851,6.923651752,6.941224442,6.581542616,7.126515621,7.156588641,6.719523001,6.752748466,7.104618855,6.873714246,6.517627988,7.149363196,6.862253768,7.088095717,6.619539298,6.458217266,6.535914101,6.727787537,6.979079523,6.899344055,6.944157596,6.966513422,7.035386228,6.99850532,6.948835757,7.02893223,6.920500605,6.503895564,7.027594816,6.846737474,7.038969165,6.990112655
522,6.604847662,6.742263014,7.116224218,6.729913703,6.74155096,6.816977178,6.913383211,6.487931498,6.779655281,6.646907023,6.932385653,7.048612615,6.928076046,6.686266762,6.481042297,6.655278355,6.73708326,6.690655944,7.100604674,6.785984301,6.7594016,6.877385168,6.831514512,6.730175662,7.047991484,6.629566075,7.124505394,6.984203797,7.087101069,6.880091398,6.981255234,6.869497633,7.01228843,6.839461904,6.717964101,7.08785333,6.628929211,6.611312936,6.844545418,6.682820464,6.868994805,6.982537306,7.196899629,6.737207428,7.00037463,6.780449178,6.887980889,6.969062254,6.9407971,7.06860872,6.507821107,7.029964839,7.045010801,6.935224217,6.736834133,6.464459496,6.8840384,6.631776124,6.859198394,6.647915398
523,6.655898751,6.761248621,6.458301454,6.988093082,6.852976482,6.940777167,6.907747967,6.713278071,6.785337435,7.117960407,6.73315418,6.656006102,7.166251563,7.112872256,6.671106081,6.973048942,7.06818448,6.944713916,6.564657061,6.487862159,6.727383093,7.059191415,7.116445614,6.996441214,6.791115371,6.651862564,6.513710605,7.092672219,6.749115069,6.991391423,6.762629917,6.71119938,6.828631808,7.171212292,6.463927223,7.072464876,7.113729025,7.031270205,6.787807255,7.121649045,7.133970168,6.793846668,7.168294467,7.087213943,6.953028006,6.833665918,7.004492385,6.456085496,6.611364857,7.068918218,6.621870362,6.830280364,6.541779068,7.032002266,7.138922719,6.846010894,6.6995174,6.869846875,6.738374754,7.05896015
524,6.729022127,6.563055314,6.849486762,6.95015444,6.831567835,7.064870189,7.042944772,6.922555956,6.830261506,7.058882805,6.983976174,6.907150161,6.963990823,6.607097064,6.637217309,6.763636303,6.477225035,7.071476974,6.546972839,6.924365016,7.078310891,6.889152969,6.662795813,6.775183559,6.883216167,6.562241026,6.991024184,7.044931516,6.461314918,6.653219364,6.691869413,6.67901487,6.850906153,7.148667259,6.508448619,6.744899416,6.71267024,6.8145938,7.056643698,7.098448297,6.529288691,6.914049974,7.024145191,6.473460012,7.135035902,7.024668724,7.086763133,6.50444423,7.126733197,7.075279838,6.895984135,7.003510267,6.871985291,6.829595153,7.102080575,6.974354375,7.013495096,7.089836968,6.511555146,6.790858633
525,7.07922157,6.873336619,7.009833912,6.749073279,7.117308663,7.039563043,6.776861783,6.993043468,7.038607127,6.699747799,6.736867252,6.793778285,7.166782152,6.92075497,6.701143675,7.111379685,6.627145716,7.115214017,6.702170608,6.912907474,6.958350595,7.078471697,6.792413162,7.108528745,7.164483965,6.778110569,7.117066054,6.758723569,6.897289725,6.574684447,7.174068425,6.975641047,6.669219435,6.970393306,6.723922682,6.905057366,6.962094872,6.838751761,6.805037045,7.059602648,7.038184446,6.814889236,7.027242155,6.770495045,6.642184376,6.990613305,6.886134339,6.933823379,6.695170771,6.932249079,6.895589535,6.636002493,7.051954753,7.107275406,6.882034197,7.015507048,6.753476611,6.801232808,6.816144985,7.024395546
526,6.808109429,6.987087313,6.627668274,7.130619302,7.140250433,6.995926084,6.758867178,6.79938071,7.008650291,6.902034198,6.569522479,6.641996285,7.144406104,6.933086839,6.567194518,6.709911463,6.512380507,7.11836205,7.054801913,7.004621748,6.900595194,6.795490942,6.538824582,6.976053309,6.615761312,7.032578709,6.97243514,7.167068887,6.958050031,7.044073796,6.694553862,6.94054679,6.582640639,7.092259218,7.026393416,6.556041214,7.076404874,6.938170838,6.613405576,6.705920835,6.481030128,7.143822152,6.93323296,6.823571819,6.789439661,6.778000604,6.976698466,6.731850724,7.021413009,7.078341444,6.543431707,6.997370067,6.694067556,6.890042911,7.030030824,7.099399278,6.559175194,7.024368855,7.040383256,7.027305125
527,7.141736072,6.964111742,6.729628455,7.16337956,6.733353591,6.732795687,6.87572847,6.978428821,7.137146491,6.933483685,6.858550165,6.796778973,6.829003259,6.593497202,7.002948588,7.112218744,6.74131234,6.964454037,7.109981934,6.515694969,7.045042826,7.156528808,7.077258087,7.146440404,7.118467078,7.093670675,6.998030809,6.794707048,7.114382827,6.642676689,6.998119173,6.803829677,6.980569022,6.744954045,6.798485121,6.949389785,6.974072408,7.107282017,6.892614762,7.034422822,7.140172583,6.576352724,7.080895468,6.963039895,6.903562655,7.142022691,6.793509145,7.061417086,6.79014345,7.12462213,6.922449358,6.665009366,6.981479613,6.978306882,6.59145342,6.95487018,7.124265149,6.846557695,6.671462425,6.592107272
528,7.085949449,7.047292583,7.134731161,6.933058115,6.523691933,7.122831153,6.884094725,6.91289966,6.592945994,6.940549752,6.556941097,7.137952975,6.713724758,7.101613711,6.786443679,7.182022293,6.714536577,6.994866412,6.599125551,6.576764353,6.883701384,7.164245418,6.738058148,7.090358438,7.001239861,6.972461428,7.006222537,7.084336822,7.113966693,6.69970834,7.178662932,6.824414694,6.601722832,7.161016218,6.615701148,6.775552677,7.183653491,6.491231297,6.478712726,6.886633306,7.038903209,7.136591541,6.902705296,6.883033727,7.116351981,7.166398252,6.518720485,6.903865422,6.628666065,6.823615874,7.106023967,6.618714629,6.879306323,7.079666423,7.178878488,7.032376898,7.106679028,6.576864686,6.728685222,6.985798422
529,6.706850949,6.927762848,6.864112291,7.040586518,6.59871939,6.762196706,7.123040354,7.081577522,6.690827131,6.987529343,7.00686911,7.007898938,6.991874927,6.97142114,7.02978809,6.684798011,6.764845264,7.097573026,7.174964983,6.689213519,7.103217784,6.985399675,6.550087539,7.110556454,7.007078927,6.654160365,6.715378882,6.598573567,6.999892342,7.124255075,7.029113515,6.828842429,7.073118085,7.020159225,7.117191057,6.969237451,6.690968006,6.959949982,6.74854006,7.016668709,6.906234291,6.609740443,6.908841713,7.051700089,6.646311273,7.01167937,6.560191937,6.769462475,6.823463218,6.832243636,6.735770549,7.119721002,6.59489098,6.862729156,7.153755244,6.469704557,6.628177225,6.690155847,6.713750213,6.975938738
530,7.003958523,7.052910248,7.090260289,6.861897458,6.587838711,6.807655657,6.859470091,6.897104681,6.806851242,6.894512526,6.981552605,6.783768641,6.933637575,7.128764947,7.029335712,7.111659643,6.881852243,6.996776646,7.049986445,6.562943242,6.714039424,6.794514463,6.595708532,6.860512907,6.978414744,6.877177276,6.584710216,6.99891036,7.112685655,6.935002595,6.945806192,7.08068462,6.550004489,6.879884277,6.823159259,6.964770773,6.625418526,7.108940955,6.904911559,6.747821867,6.482296478,6.900887737,7.104565599,6.911744068,7.056354387,6.86820524,6.733655308,7.046981621,6.598126502,7.006482514,7.105636579,6.864475933,6.860884033,6.722050943,7.018029629,6.861620868,7.111875226,7.017399568,6.649440022,7.09921019
531,7.060565945,6.82455462,7.051525441,6.812961648,6.908254984,6.810326753,6.676745188,7.140821932,6.528541789,6.96058266,7.030919714,6.639263488,6.932063913,7.057341795,6.749792924,6.888487114,6.732334256,7.04022481,6.897573104,7.118390559,6.757589211,7.11788281,6.605803689,6.836840402,7.104189246,6.780317095,6.55297418,6.811134136,6.730971318,7.132636193,7.11838208,6.814997909,7.021030904,7.103531456,6.572334702,6.611756006,6.960125191,7.138264515,7.103555533,6.91509477,6.678426672,6.523656692,6.81288827,6.836613993,6.81650981,6.936909755,7.152083022,6.99141024,7.137370608,6.981156671,6.78115811,7.121191865,6.614294146,7.103455478,7.181266246,7.025075598,6.868371947,7.143259183,6.87268073,6.87052763
532,7.084056136,6.869086064,7.157728845,6.937401862,6.879141063,6.805552809,6.915157905,6.847201906,6.921127068,7.201882186,6.645759228,6.94294765,6.771886547,6.762915959,6.951606818,7.070510187,6.640150585,6.755477552,6.850006257,7.087462549,7.101560563,7.134964628,6.566081206,7.030910423,6.93210758,6.698669193,6.494889134,7.183293046,6.572602496,6.895008174,6.937572339,6.774116895,7.014458536,6.963684688,7.085743412,7.146212195,7.153510056,6.959894836,6.56334526,7.164906884,7.040993179,6.960764784,7.043098077,7.076792971,6.704266647,6.910755641,6.692088182,6.751962576,7.134422899,6.774830737,7.089698373,6.820103884,6.736380733,6.640924226,7.100394995,6.879803327,6.814437608,6.804006282,6.715693177,7.052299439
533,6.999826634,6.568886834,7.104537238,7.214595335,6.73926149,7.123194606,7.104516667,6.578767421,6.787378698,6.937981854,6.631885028,6.742853546,6.620214648,6.634589564,6.796237012,6.909158582,6.978274231,7.020373788,6.869772528,7.146882903,6.831013148,7.1026415,7.100362791,7.101146439,6.929713919,7.108292952,7.146620848,7.20787055,7.118379591,6.582640398,7.179444927,7.041115436,7.003000902,6.91470297,6.524214661,6.935428615,6.622034524,6.543102037,6.896138407,6.729035537,6.781282839,6.764612419,6.990541635,6.830843089,7.138890342,6.864052074,6.536677443,6.753006121,6.770858024,6.95550709,7.066400998,7.039701089,7.005365964,7.114519263,6.941686018,6.87225832,6.631507388,6.94362406,6.618780071,6.526043129
534,7.076574869,6.613484627,6.591460908,7.073136464,7.133367773,6.961218836,6.842227951,7.080271144,6.94666903,7.195433451,6.552563844,6.985293579,7.044614573,6.904111186,6.87687144,6.780217494,6.879943523,6.539266445,7.165550363,7.023990174,6.9848733,7.158948499,6.804446914,6.891295575,6.719289667,6.516237256,7.035004653,7.020088986,7.159527682,6.48130746,6.863680958,7.131027028,7.056717567,7.063857169,7.13092487,6.62784397,6.960102473,6.477287924,6.762611913,6.811682609,7.15920793,6.530157487,6.572774105,7.148220752,6.534287535,7.077538518,6.51369392,6.732260845,6.791115468,7.112266029,7.105574943,7.132054569,6.891675432,7.064689127,7.020521339,7.113528249,7.11728834,7.122432346,6.7973619,6.622499372
535,6.873763326,6.781597626,6.658577837,7.119162522,6.605101201,6.762819509,7.209543025,7.160975034,6.895648066,6.723208766,6.984471926,7.142469811,6.915164544,7.082735254,6.826631255,6.6122814,6.966961694,6.927010977,6.817644403,7.024765746,7.081796942,6.830907189,6.917077831,7.116802801,7.173423263,6.765527379,6.4976815,7.054697,6.843202291,7.104624385,7.017211812,6.700569889,6.880425135,6.8995502,6.483501568,6.926744041,6.752343191,7.148893306,6.610016573,6.897126831,7.057678432,6.518489886,7.016835753,7.100149794,7.146775175,6.939829534,6.749218121,6.780127373,6.804814041,6.912413362,6.656643691,7.102479519,6.861109923,7.07829187,7.050253289,6.688886471,6.932329707,6.805930701,7.011832715,6.822443522
536,7.003017499,6.526062797,6.842300752,6.909687383,6.876440299,7.001152079,7.109741453,6.641022091,6.75493164,6.695217468,7.073017969,6.854381134,7.111036722,6.941409042,6.672421935,6.579121645,6.709800862,6.913143869,7.010518591,7.04680563,7.161851997,6.621159127,6.95502376,6.667946519,6.811265055,6.803745991,7.106073175,6.997138313,6.912785996,6.488535204,6.877027625,7.063165913,6.496947124,7.198012211,6.83519479,6.485130823,6.851239458,7.059167361,6.920114455,6.979535577,7.076762873,6.852521058,7.224677857,6.608138256,6.510682215,6.652653038,7.046822916,6.831731183,7.071198929,7.071350543,6.855711628,6.896396333,7.148155367,6.49345385,7.126427377,6.558646796,6.810144237,7.168440668,6.856202131,6.964970683
537,6.608602944,7.111722689,6.947420925,7.075645871,6.872977913,6.757081796,6.922815078,7.058766978,6.935328594,6.716996711,6.636104919,6.92538867,6.684648184,6.919804695,6.996636346,6.97904304,7.113472123,7.110716456,6.814860635,6.557406853,6.946090728,6.635429135,6.518808116,6.705121519,7.01035022,6.701680248,6.855711329,6.767001711,7.020657982,7.129301784,6.815874518,6.769758677,6.599013799,7.043439655,7.026985655,6.986690498,6.933617254,6.479482655,6.674079868,6.835022331,7.022149492,7.082715796,7.139952158,6.816822343,7.060045656,6.891474116,6.946110389,7.034825599,6.970950477,6.547576884,6.626550732,6.996751621,6.482140814,7.158789384,7.084550273,6.857692601,6.977086109,6.919862223,7.00436738,7.140991093
538,7.11324204,7.122945584,7.083344942,7.187996641,7.028191499,7.10173887,6.987476456,6.822190182,6.946992151,6.995904634,6.62990099,6.865387292,7.157771389,7.078936099,6.925894008,7.206476922,7.145033009,7.062356996,7.094458164,6.904092293,6.675235446,7.081895478,6.703058323,7.135713863,6.994083093,6.881289411,6.987266636,6.981053308,6.492957959,6.686667674,7.172759268,7.122923609,6.86738653,7.076871745,6.958004105,6.557406493,7.03339675,6.891655625,6.88092785,6.807435282,6.947952717,6.498855075,7.027530465,6.934129416,7.003462764,6.968272805,6.587445871,6.959844569,6.725493577,6.612560681,7.096223635,6.694450619,6.856597143,6.910557643,7.192983135,6.815615821,7.149762235,6.604045276,6.731094363,7.151127588
539,6.913586804,7.163132349,7.039313152,7.154535344,6.485414573,7.027614146,6.856186182,7.120062133,6.632590326,7.217657118,6.821718398,7.097219529,6.706322384,6.764837985,6.76540219,6.902750022,7.106667623,6.627974507,6.646171695,6.573038974,7.07168468,7.046789971,6.506599016,7.059480935,6.910046952,7.1356677,7.157880645,6.851312049,6.60157226,6.502233682,7.03019052,6.892232193,7.122575384,6.956956696,6.513356453,7.010299295,7.163183283,7.105911439,7.088161864,6.626469168,7.051619366,7.121618923,6.855958906,7.130812096,7.070720021,7.100090822,7.14344165,6.597759457,7.188478401,6.529657951,6.950658566,7.224763107,6.655156615,7.061417197,7.016171884,7.152865936,7.149288944,6.618188768,7.166936172,7.079478967
