order,Target 1,attribute a,attribute b,Target 2,attribute a,attribute b,Target 3,attribute a,attribute b,Target 4,attribute a,attribute b,Target 5,attribute a,attribute b,Target 6,attribute a,attribute b,Target 7,attribute a,attribute b,Target 8,attribute a,attribute b,Target 9,attribute a,attribute b,Target 10,attribute a,attribute b
589,7.141229733,6.767376697,6.903175376,7.273572256,6.850337885,7.176609572,6.958901963,6.954120265,6.804523808,6.802220754,7.184082456,6.759152403,7.21209993,7.080475916,7.080730914,7.146235846,6.835949185,6.929302559,7.165290056,6.834712188,6.860061292,7.315544005,6.647476794,6.571983413,6.772931577,6.636155016,7.248473746,7.286342389,7.088118984,7.052687083
590,6.899751687,7.178271203,7.192703954,6.885804449,7.088433539,7.220955042,7.124594527,7.016970018,7.069591926,7.309449026,6.637018394,6.936705982,7.117644452,7.24476449,7.115984668,6.830838805,6.938599203,7.11204525,7.044969079,6.937817446,6.817182098,7.124320022,7.194269308,6.711088489,7.147270555,7.01916284,7.256294002,6.998103652,6.645554972,7.019361399
591,6.86732932,6.699811153,6.827723918,6.976312486,7.227940696,7.229630558,7.124043441,6.793825897,6.990444531,7.03897766,6.786478486,7.114784139,7.07126217,6.945534498,7.168964977,7.169999037,6.947979462,6.714559233,6.964493846,7.166080648,6.768577469,7.167856112,7.103672655,7.092960946,7.042524546,6.903235882,6.858700799,7.315504082,7.11343995,6.974440251
592,6.82244606,7.107111668,6.704429445,7.189877012,6.659683684,7.007466348,6.921530706,7.224394468,6.719555574,7.219566621,7.183396493,6.835849723,7.26360444,7.222986925,7.126653888,7.211776599,6.868915041,7.221771388,7.230337822,6.673719869,7.088800273,6.691891935,7.261251368,7.203117818,7.213490725,6.815923281,7.062926288,6.919096936,7.131242202,6.645029302
593,6.730787991,6.733740545,7.080537178,6.908562934,7.12000661,6.94228061,7.261383019,6.617738249,7.185955332,6.916063299,6.749539947,6.877149877,7.119923023,6.725871475,6.925139142,7.143337017,6.775190691,7.008843316,7.143504956,7.142979064,6.840024769,6.94568621,6.825966525,6.643069121,7.144891422,6.770276521,7.216699475,6.71725193,6.622611168,7.154844329
594,6.928515674,6.772167244,7.188254863,7.290929941,6.69594394,7.205954562,6.702410847,7.100752095,7.016883237,6.878816112,6.724178332,7.133305226,7.021221084,6.869574882,6.79115634,6.891932583,6.806175559,6.894780786,6.780122094,7.166262312,7.048995347,7.174948708,7.10444344,7.17257891,7.085443635,7.10772466,6.74228356,6.743719546,6.714478257,6.81837616
595,7.10050212,7.267447537,7.022401426,6.936327361,6.670977164,6.849755247,6.847824554,7.176988949,7.182402257,7.204097569,6.901330406,7.238500367,6.93433821,7.028473598,7.245619061,7.234899213,6.885257465,6.768209471,6.672625107,6.605901604,6.971609582,7.25428287,7.17338099,7.061051843,7.284736029,7.208374674,6.874594896,7.241521363,6.890848028,6.983201099
596,7.236217905,6.660713156,7.169893946,7.179630594,6.903337083,7.053026026,6.686724932,7.044091151,7.146074261,6.985347761,6.884525904,6.801717304,6.893882862,6.852767049,7.088581663,7.272284289,7.254344936,6.979352916,6.839815684,7.077651525,7.14099482,7.318176327,6.800043483,7.07486389,6.843502764,7.018273959,7.214115835,7.116879115,6.750533827,6.858833618
597,6.661972537,6.654588598,7.053847674,7.05701103,7.025426429,7.245316575,6.936493511,7.185144922,6.938805325,7.118643926,6.912666778,7.20850191,7.087895694,6.871945822,7.163229646,6.934725342,7.059104277,7.195311331,6.762233672,7.013316211,6.662298773,7.031530334,7.126761487,7.235911159,6.944882404,6.920729116,6.933673697,6.891704311,7.158073727,6.688718841
598,6.940232524,7.10798609,7.201174911,7.110928624,7.254314826,7.102669507,6.903852925,6.926458733,6.787162017,7.195844624,7.062230362,7.003084936,7.261932897,7.134276155,7.014766688,6.665721374,6.734913344,6.68374541,7.120454959,7.194126825,6.605000974,7.292891305,7.024624317,6.664218548,7.289698239,6.786804492,7.242300996,7.272343824,6.671757226,6.920082592
599,7.148840323,6.623848948,6.99703829,7.304603664,6.80555606,7.1512368,7.214104467,7.220047875,7.244968472,7.242745066,6.705213661,6.97543583,7.064598489,6.585893093,7.080883495,7.173126395,7.2362859,7.244646134,7.095360343,7.159689013,6.59006504,6.917885764,7.162181081,7.08434401,7.318406787,6.779611259,6.823993684,7.223090007,6.745437824,6.711577751
600,7.009956051,6.86327911,7.209261541,7.157308985,7.14269761,6.816588436,7.262812115,7.224590181,7.103723343,7.230299298,7.235968125,6.673155278,7.011638707,6.683017696,7.173015774,6.869370094,6.884868957,6.795856742,7.291128703,6.963861401,7.145266674,6.906426442,7.118612018,7.13536044,7.120798149,7.175241105,7.263537298,7.002771602,6.965483439,7.177510809
601,7.327044051,7.222258811,6.857132163,7.229887019,6.995894706,7.24103285,6.68909646,7.178969737,6.854386382,6.940189654,6.754958289,7.173209291,7.096188438,6.980320416,7.180874695,7.118916133,6.801690763,7.212415931,7.069651249,6.627437805,6.688934785,7.151625204,6.715412788,7.001738863,6.720690343,7.083883563,7.055914032,7.222938871,7.225201267,6.654414289
602,6.81122513,7.063877474,7.264268,6.867158374,7.090090048,7.27513979,6.78857897,6.901668367,7.262156893,7.184790529,6.640183923,6.978227324,7.28385757,7.250260795,7.221329161,7.061387084,7.061485014,7.24828892,7.126595036,7.001326197,6.973683663,6.741331492,6.988135411,6.792493798,6.72408856,6.707752919,7.173716523,7.158768441,6.990824128,6.709662256
603,7.335928198,7.125441143,6.706175681,7.146929014,6.710225174,7.232832553,7.167181661,6.941537861,7.138424062,7.260016192,6.962989745,7.061203739,7.037192669,7.045862137,7.225582261,7.187893776,7.107643951,6.805424514,7.191700786,6.854329224,7.191026872,7.055253775,7.016946642,7.032771985,6.780633186,7.221863566,7.201228974,6.838360753,6.640462621,7.036167798
604,7.289722329,7.169018038,6.732420557,7.305512603,7.165980923,7.250730794,6.724496166,7.094025729,6.896446608,7.129860094,7.133254909,6.855065089,7.256091048,6.871578827,7.012001369,6.694661376,6.843386842,7.004735056,7.124597573,6.8930953,6.703509667,7.318895035,7.068157707,6.622637179,7.043191065,6.98211195,6.783954911,7.147150878,6.887084739,6.7345911
605,7.281573629,7.23083975,7.119600554,6.724599523,6.78175868,6.933799648,6.772869216,6.657014598,7.210256155,7.220021369,6.980614808,7.211680061,6.919956417,7.137677907,6.903117354,6.942390535,7.091231489,6.963444963,7.286222333,7.19192827,7.142009398,7.327163749,6.988889456,6.934862151,6.886040032,6.733257649,7.080226442,7.163214816,6.707879252,7.004502852
606,6.864671049,6.663474539,7.078891264,7.007828072,7.157973605,6.922615697,6.968430341,7.201904782,7.055806727,7.210727497,6.85606171,6.608538419,7.276487871,6.605513943,7.004697019,7.32710717,6.799300707,6.856717579,7.147015262,6.738704433,6.927116459,7.221554213,7.231514754,7.176163989,6.955310708,6.739013569,7.236688966,7.188201377,7.017052217,7.225730326
607,7.022639946,6.773969297,7.258819771,7.096117315,6.764533575,6.91697647,7.113177327,7.040963052,7.24787838,6.959399523,6.725665904,7.175054158,7.143941442,7.032158877,7.026864126,6.759427775,7.194279071,7.245500017,7.254771979,6.760899118,6.859089827,6.761530439,6.778904259,7.137880057,6.726264596,6.71932208,7.04422296,6.870926351,7.038930531,7.241057991
608,7.271013886,6.617460531,7.056992973,6.968039722,6.826322857,7.071004774,7.284531463,6.827654046,7.045813742,6.860978551,7.003362005,7.043713273,7.140454263,6.779128523,6.967941922,7.098457591,6.965143182,6.903158593,7.273139224,7.087907838,7.283290863,7.27119063,7.128639855,7.232716204,6.709778699,6.973115281,7.258320451,6.741165619,6.907349929,7.086157074
609,7.119602342,7.225738316,7.145577155,6.979752963,7.159843556,6.785433277,6.981918913,7.205983052,7.03434748,7.118391777,7.164819527,7.024468628,6.820509827,7.115910223,6.669985566,7.324170512,6.996177538,7.112251328,6.747736415,7.128926517,6.881495178,6.928142087,6.71546464,7.083854352,6.810358592,7.121283881,7.220057126,6.859403375,6.820226352,7.223516527
610,6.751857016,6.750527124,6.623195174,7.09648529,7.173313512,7.211675872,7.004748235,7.271340595,6.703831635,7.33595854,7.293962634,6.8563283,7.012503062,7.208740581,6.878808662,6.744173978,6.884293299,7.055681596,6.795250828,7.270519487,7.171576949,7.247004707,7.210886982,7.148147821,7.085991453,6.991365806,7.186598063,7.247528856,7.176131945,7.232765628
611,7.147167521,7.059068036,6.655334879,7.171139846,7.156396389,6.782802115,6.969682634,7.007626837,6.841347976,6.879915567,7.26067035,6.667022529,6.972931635,6.70181257,6.692745881,7.300580769,7.003353976,7.115844719,7.297099548,6.645956814,7.081392471,7.234959901,6.772515054,7.036290317,7.313215272,6.80646214,6.69646255,6.971559817,7.109195343,7.067645534
612,7.143396366,7.183402261,7.274436649,7.180138702,7.061325008,7.288104944,7.280382098,7.017583532,7.12278513,6.935894644,6.721300836,6.705971472,6.873849818,6.745315304,7.027447476,6.875149022,6.713837786,6.775573324,6.99933501,6.722718437,6.837183603,6.899710871,7.165637394,7.174373932,7.237203993,6.960293767,7.05694485,7.024319848,7.03762852,7.209780033
613,7.273236721,7.076462096,7.273132797,7.286627633,7.084467758,6.706857038,6.686286605,7.030833421,7.089693093,6.872299045,7.287749597,7.043615339,7.354298394,6.800496758,7.098267263,7.102837724,7.125449033,6.912726765,7.141880008,7.07410138,6.906593068,7.169128868,6.932310825,6.908010802,7.038636522,7.042004127,7.197338855,7.099485925,7.165166083,7.164507215
614,7.147195531,7.263928115,6.751089662,7.092018495,7.051610242,7.19294279,6.949477181,6.794974351,7.174054445,6.732631152,6.879309069,7.22845213,7.174116464,6.762701012,7.225233682,7.055442423,7.002543313,7.173062828,7.309601792,7.232402039,6.895578145,6.769693367,6.634418978,6.638574873,7.299912623,7.298478977,6.951689376,7.008851514,6.935720271,7.280815967
615,7.17612601,6.935963677,7.249010884,7.113328692,7.032035003,7.256906256,6.716649269,7.188824836,6.687002279,7.194838793,6.795017134,6.631950651,6.892224309,7.235061006,7.189258815,7.090920367,7.006495875,7.122793758,7.279535448,7.179777595,6.98323607,6.952470327,6.992864465,6.751607107,7.307048527,6.992904301,6.843334657,6.739376703,6.980152993,6.723958901
616,7.317771993,6.906057249,7.055331545,6.772465036,7.101925024,7.303284355,6.843988353,6.947041843,7.138144847,7.26206239,7.28851843,7.233032094,7.143170246,7.041045579,7.261383488,7.231946093,7.071133265,6.938104766,7.309500656,6.755525024,7.263501579,6.789065436,7.1702148,7.248790625,6.99941908,7.068624828,6.924124589,6.82510994,7.126905087,6.90057889
617,7.232422816,6.780768418,7.09034665,6.769218556,6.832018711,6.968332225,7.005478138,6.784828685,6.629241993,7.14913498,6.97629578,7.079671423,7.236131037,7.17737541,7.271463025,7.218450491,6.887779841,7.058323462,7.099270123,7.080361602,7.246589046,7.241343159,7.207041982,6.817551842,7.171246275,6.823135152,6.631107586,7.197455139,6.722592894,6.89189676
618,6.991648981,6.82694304,7.145923086,7.044153849,6.715270044,6.834481857,6.825280456,7.042952376,7.050850791,6.767091477,7.124227924,7.01366556,7.15682592,7.078790065,6.943478893,6.954075105,7.202700293,6.662898932,7.302043611,7.04992317,6.67944472,6.69921192,6.674661667,6.973254282,6.828303494,6.78805549,6.986922661,6.829009894,6.928060525,6.894276314
619,6.725480046,6.959586281,7.073778285,7.226739364,6.659847238,6.843996571,7.25467908,7.093720352,6.74337525,6.956533998,7.016364499,7.001879756,6.962246423,7.287809829,7.094924952,7.317801607,6.991185687,7.289133777,6.826005327,7.198090591,6.711619068,7.050930545,6.787097567,6.965267118,7.200159747,6.778572633,7.144139731,6.866002161,7.004661467,6.844259193
620,6.719751195,7.278828947,7.107622585,7.327685656,7.118973642,7.122350629,7.180452042,6.857745698,7.152351873,7.311019677,7.228413191,6.700776421,7.339573442,7.24430926,7.23184553,7.058837985,7.175777466,6.978405673,7.196216281,7.018821124,6.674631233,7.119973851,7.153451672,6.673644469,7.084932826,7.169015388,7.086262986,6.90419018,7.02279537,7.099996204
621,7.133759766,6.651904585,6.751274799,7.057073293,6.881282727,7.120670946,6.780584224,6.903921384,7.190298347,7.085831336,7.242224031,6.641896768,7.086899689,7.130668165,7.040217149,6.842267895,7.181558037,7.112386621,7.174521304,7.031105701,6.885383257,7.029401308,6.780672817,7.306452174,7.189374516,7.260954969,7.127399177,7.214365615,7.069951693,7.111954025
622,6.785699052,6.932860639,6.742468688,7.014041263,7.268496863,6.886722741,7.159597536,6.71295132,6.826660111,7.049790291,7.083979239,7.078582551,7.149394832,7.115879622,7.061672608,6.992705835,6.912345266,7.292932234,6.896832682,7.056431116,7.213597086,6.74119607,6.925991515,7.240432678,6.882563901,7.205397952,7.07295654,7.311018533,6.967364373,7.126151454
623,6.854109055,6.786117976,7.183438785,6.843439314,7.274612524,6.829853958,7.356165694,7.265683775,6.790731641,7.113001164,6.869563923,6.970324528,7.325200667,6.914226024,7.066164108,7.180536217,6.875981841,7.256961801,7.09196733,7.112340944,6.740002499,6.871276928,7.226943514,6.982637425,7.270744005,7.118929765,6.879830017,7.297531348,6.68993235,6.803093745
624,6.791291588,7.014634996,7.035571472,7.269652487,7.236839703,6.650236745,7.134539033,6.862415416,6.784863351,6.919123892,7.043763955,7.028890099,7.005022441,7.263596347,6.779930435,7.022071773,6.872286163,7.105975458,6.828707215,6.984880462,7.166736807,6.900867354,6.797568421,7.03803292,7.283160623,7.200724126,7.052936798,6.899914747,6.687392338,7.269654332
625,6.978622609,6.769106869,6.633732483,7.255879897,7.14405687,6.810615692,7.028099653,6.808896023,7.312830649,7.244104157,6.688979208,6.976236931,7.118069264,6.62835881,7.049521724,7.048318778,7.227523571,6.751592906,6.984560238,7.295517403,7.278281638,7.009506439,7.074189683,6.887101356,7.02116423,7.074943437,7.056896707,6.990553096,6.766184734,7.050147816
626,7.304752892,7.083471938,7.117051393,6.978997183,6.891344526,6.914949504,7.084511345,7.305588851,6.838925032,7.298268075,6.626258298,6.643796101,7.144526293,6.856069806,7.13845193,6.781536392,6.932825259,7.246662759,7.336445552,6.731975578,6.779580418,7.308747753,6.983950104,7.28947457,7.160538731,7.032810867,6.650016503,7.209866843,6.872286214,7.142989092
627,6.915094436,7.112487686,7.116906037,7.099059019,6.980794171,7.217628506,7.142120459,6.734962532,7.239476901,6.815857638,7.086815444,7.195201134,7.304365937,7.1361576,7.117600895,7.202385272,7.023196905,7.197939639,7.216627204,6.726929225,7.183945855,7.231206931,7.278676659,6.716612412,7.107025914,6.955663282,7.07319935,7.35340529,7.055647198,6.98816117
628,6.724121936,6.751506671,6.995464916,6.851988441,6.816779715,6.71152697,7.248577719,7.163205091,7.052230685,7.141596415,7.043720723,7.228527696,7.256240867,7.049092216,6.68142404,7.321209269,7.078782907,7.29145722,6.842982409,6.628992184,6.926481202,7.304166717,7.034964685,7.076758258,6.856329142,6.732528668,7.285819921,6.867431279,6.803141368,6.81757433
629,6.92440595,6.663504099,6.704778036,6.881271496,7.200681687,7.174758729,7.302702408,6.764045934,6.872572612,6.999902756,7.197253082,7.0592861,7.029536442,6.934085113,6.886836513,6.825581413,7.284533563,6.833692409,7.065243624,6.75462927,7.280288673,7.333503969,7.199949142,7.245240858,7.168651197,7.257983895,6.64010992,7.240493106,7.185806845,7.146801235
630,6.802515673,7.245886918,7.177588738,7.196779603,7.315249987,7.032110098,6.860196211,7.311427436,6.972349279,7.208856686,7.296805475,7.027851959,7.317665984,6.736262815,7.194246039,7.295142981,7.315449799,7.143734307,7.318181036,7.226424905,7.206055125,6.796041495,7.074841863,6.983534359,7.211581347,7.176442768,6.775467025,7.251513738,7.111035813,6.686680555
631,6.708680771,7.072754336,7.23663037,7.160721725,7.143298016,6.664356199,6.82948296,6.852180298,6.9354097,6.946134463,7.000639179,6.902338387,7.080468115,7.194446881,6.748949866,6.992929132,7.209549586,6.925939428,7.193329984,7.087546396,6.821271654,7.183988902,7.214558439,7.020661297,6.850232041,7.247941677,6.779093744,7.215418284,6.699562456,7.071552028
632,6.784921474,7.008076355,7.091186362,7.111332367,7.13486523,7.166279038,7.064719078,6.981701625,7.203095324,7.063820959,6.972217127,6.824627718,7.068574237,7.176176898,6.850154149,7.291043953,7.12569216,6.646195024,7.359205185,7.106752973,7.105175906,6.790311798,7.141845174,6.906093971,6.937288425,6.941013599,6.882116941,6.975677371,6.770917083,6.836617165
633,6.826989256,6.806660395,6.954269395,7.010063293,7.125656435,7.305821486,7.033690028,7.082962261,7.238522095,6.773923475,6.67841633,6.882906145,6.754569234,7.209996487,7.308384567,6.881799763,7.116883319,7.276120634,7.185072356,6.817916553,7.057842135,7.163674701,7.084352928,7.281462249,6.934912964,7.272303731,6.793244948,6.876042371,7.040682626,6.926701856
634,7.303001235,6.813288537,7.179774271,7.186809797,6.854075587,6.847467986,7.258223648,6.97985124,7.001355115,6.867315347,7.197589029,7.017416781,7.109518124,6.960829036,7.155968327,7.080475569,7.155057558,7.251247519,6.778306166,6.883563995,6.690948739,6.826636055,6.652048901,7.049422856,7.20965976,7.27809458,6.675850469,7.053288664,7.157274176,6.843677103
635,7.196863497,7.139611137,7.315013932,7.362066823,7.125687868,6.901718192,7.343550191,7.257437068,6.682939851,7.300852121,7.330958428,6.855860828,7.176547262,7.135754171,7.053067068,7.249590157,6.743907034,6.959453782,7.291310929,7.079783406,6.985465504,6.870511269,7.099535536,7.04590998,6.959785583,6.947721263,6.811996485,7.290764515,6.778594462,7.203711061
636,6.795308165,7.237369904,7.099682626,7.10511024,6.946252649,6.82685286,6.856381652,7.053059969,6.646780338,7.285807938,6.969697813,7.056002108,6.902423366,7.123886977,7.012986587,6.720203988,7.015999036,6.825248928,6.94853022,7.284952675,7.150735849,7.323987016,6.718127496,7.242141052,6.903695316,7.318005948,6.972069535,7.198620082,7.12886697,7.293526507
637,6.762296325,7.164747226,7.1774515,6.910602186,6.73822176,6.883688098,7.324276714,7.299234635,6.914343188,7.161712257,7.206699623,7.057448072,6.861217755,6.936564026,6.980826042,6.990940541,6.890613038,7.215978389,7.309359064,6.664540546,7.196708979,7.234160214,6.965222371,6.817877401,7.313606582,7.075684458,6.737343352,7.117073264,7.099884374,6.960663483
